gmeLabel,flag
Vinkeveen,
Laagnieuwkoop,
Schalkwijk,
Noord-Polsbroek,
Duist,
Teckop,
Haarzuilens,
's-Gravesloot,
Sterkenburg,
Wulverhorst,
Cothen,
Stoutenburg,
Catharijne,
Langbroek,
Zegveld,http://commons.wikimedia.org/wiki/Special:FilePath/Zegveld%20vlag.svg
Nigtevecht,
Kamerik-Houtdijken,
Maarssenbroek,
Portengen,
Zevender,
Stichts Loenen,
Zuid-Polsbroek,
Kamerik-Mijzijde,
Veldhuizen,
Hoogland,
Leersum,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Leersum.svg
Vijfheerenlanden,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Vijfheerenlanden.svg
Kamerik,http://commons.wikimedia.org/wiki/Special:FilePath/Kamerik%20vlag.svg
Tienhoven,
Benschop,http://commons.wikimedia.org/wiki/Special:FilePath/Benschop%20vlag.svg
Maastricht,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Maastricht.svg
Eijsden-Margraten,http://commons.wikimedia.org/wiki/Special:FilePath/Eijsden-Margraten%20vlag.svg
Gulpen-Wittem,http://commons.wikimedia.org/wiki/Special:FilePath/Gulpen-Wittem%20flag.svg
Vaals,http://commons.wikimedia.org/wiki/Special:FilePath/Vaals%20vlag.svg
Simpelveld,http://commons.wikimedia.org/wiki/Special:FilePath/Simpelveld%20vlag.svg
Voerendaal,http://commons.wikimedia.org/wiki/Special:FilePath/Voerendaal%20vlag.svg
Valkenburg aan de Geul,http://commons.wikimedia.org/wiki/Special:FilePath/Valkenburg%20ad%20Geul%20vlag.svg
Meerssen,http://commons.wikimedia.org/wiki/Special:FilePath/Meerssen%20vlag.svg
Weert,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Weert.svg
Venray,http://commons.wikimedia.org/wiki/Special:FilePath/Venray%20vlag.svg
Venlo,http://commons.wikimedia.org/wiki/Special:FilePath/Venlo%20vlag.svg
Stein,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Stein.svg
Sittard-Geleen,http://commons.wikimedia.org/wiki/Special:FilePath/Sittard-Geleen%20Vlag.svg
Schinnen,http://commons.wikimedia.org/wiki/Special:FilePath/Schinnen%20vlag.svg
Roerdalen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Roerdalen.svg
Peel en Maas,http://commons.wikimedia.org/wiki/Special:FilePath/Peel%20en%20Maas%20vlag.svg
Onderbanken,http://commons.wikimedia.org/wiki/Special:FilePath/Onderbanken%20vlag.svg
Nuth,http://commons.wikimedia.org/wiki/Special:FilePath/Nuth%20vlag.svg
Nederweert,http://commons.wikimedia.org/wiki/Special:FilePath/Nederweert%20flag.svg
Mook en Middelaar,http://commons.wikimedia.org/wiki/Special:FilePath/Mook%20en%20Middelaar%20vlag.svg
Maasgouw,http://commons.wikimedia.org/wiki/Special:FilePath/Maasgouw%20vlag.svg
Leudal,http://commons.wikimedia.org/wiki/Special:FilePath/Leudal%20vlag.svg
Landgraaf,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Landgraaf.svg
Kerkrade,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Kerkrade.svg
Horst aan de Maas,http://commons.wikimedia.org/wiki/Special:FilePath/Horst%20aan%20de%20Maas%20vlag.svg
Heerlen,http://commons.wikimedia.org/wiki/Special:FilePath/Heerlen%20vlag.svg
Gennep,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Gennep.svg
Echt-Susteren,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Echt-Susteren.svg
Brunssum,http://commons.wikimedia.org/wiki/Special:FilePath/Brunssum%20vlag.svg
Bergen,http://commons.wikimedia.org/wiki/Special:FilePath/Bergen%20limburg%20flag.svg
Beesel,http://commons.wikimedia.org/wiki/Special:FilePath/Beesel%20vlag.svg
Beek,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Beek%20%28Limburg%29.svg
Montfort,http://commons.wikimedia.org/wiki/Special:FilePath/Montfort%20%28Limburg%29%20vlag.svg
Kessel,http://commons.wikimedia.org/wiki/Special:FilePath/Kessel%20vlag.svg
Schin op Geul,
Slenaken,
Mesch,
Rijckholt,
Vlodrop,
Ambt Montfort,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Ambt%20Montfort%2C%20Dutch.svg
Oud-Vroenhoven,
Arcen en Velden,http://commons.wikimedia.org/wiki/Special:FilePath/Arcen%20en%20velden%20vlag.svg
Grevenbicht,
Cadier,
Linne,http://commons.wikimedia.org/wiki/Special:FilePath/Linne%20vlag.svg
Belfeld,http://commons.wikimedia.org/wiki/Special:FilePath/Belfeld%20vlag.svg
Maasbree,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Maasbree.svg
Roggel en Neer,http://commons.wikimedia.org/wiki/Special:FilePath/Roggel%20en%20Neer%20vlag.svg
Bunde,
Meijel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Meijel.svg
Eygelshoven,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Eygelshoven.svg
Grathem,http://commons.wikimedia.org/wiki/Special:FilePath/Grathem%20vlag.svg
Sevenum,http://commons.wikimedia.org/wiki/Special:FilePath/Sevenum%20vlag.svg
Helden,http://commons.wikimedia.org/wiki/Special:FilePath/Helden%20vlag.svg
Meerlo-Wanssum,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Meerlo%20Wanssum.svg
Swalmen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Swalmen.svg
Velden,
Maasbracht,http://commons.wikimedia.org/wiki/Special:FilePath/Maasbracht%20vlag.svg
Tudderen,
Limbricht,
Nieuwenhagen,http://commons.wikimedia.org/wiki/Special:FilePath/Nieuwenhagen%20vlag.svg
Pol en Panheel,
Valkenburg-Houthem,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Valkenburg%20aan%20de%20Geul.svg
Amby,
Grubbenvorst,http://commons.wikimedia.org/wiki/Special:FilePath/Grubbenvorst%20vlag.svg
Haelen,http://commons.wikimedia.org/wiki/Special:FilePath/Haelen%20vlag.svg
Nunhem,
Posterholt,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Posterholt.svg
Herten,http://commons.wikimedia.org/wiki/Special:FilePath/Herten%20vlag.svg
Heythuysen,
Ittervoort,
Berg en Terblijt,
Baexem,http://commons.wikimedia.org/wiki/Special:FilePath/Baexem%20vlag.svg
Maasniel,
Rimburg,
Buggenum,
Heer,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Heer%20%28Limburg%20NL%29.svg
Wittem,
Obbicht en Papenhoven,
Sint Pieter,
Strucht,
Schimmert,
Meerlo,
Stramproy,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Stramproy.svg
Ubach over Worms,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Ubach%20over%20Worms.svg
Heel en Panheel,http://commons.wikimedia.org/wiki/Special:FilePath/Heel%20en%20Panheel%20vlag.svg
Melick en Herkenbosch,
Neeritter,
Broekhuizen,http://commons.wikimedia.org/wiki/Special:FilePath/Vlagbroekhuizen.svg
Broeksittard,
Spaubeek,
Wanssum,
Urmond,
Heer en Keer,
Willige Langerak,
Maartensdijk,http://commons.wikimedia.org/wiki/Special:FilePath/Maartensdijk%20vlag.svg
Westbroek,
Schonauwen,
Rhijnauwen,
Gerverskop,
Doornspijk,
Est en Opijnen,
Balgoij,
Bruchem,
Overasselt,http://commons.wikimedia.org/wiki/Special:FilePath/Overasselt%20vlag.svg
Ruurlo,http://commons.wikimedia.org/wiki/Special:FilePath/Ruurlo%20vlag.svg
Hummelo en Keppel,http://commons.wikimedia.org/wiki/Special:FilePath/Hummelo%20en%20Keppel%20vlag.svg
Oost Gelre,http://commons.wikimedia.org/wiki/Special:FilePath/Oost%20Gelre%20vlag.svg
Didam,http://commons.wikimedia.org/wiki/Special:FilePath/Didam%20vlag.svg
Dinxperlo,http://commons.wikimedia.org/wiki/Special:FilePath/Dinxperlo%20vlag.svg
Wisch,http://commons.wikimedia.org/wiki/Special:FilePath/Wisch%20vlag.svg
Neede,http://commons.wikimedia.org/wiki/Special:FilePath/Neede%20vlag.svg
Zaltbommel,http://commons.wikimedia.org/wiki/Special:FilePath/Zaltbommel%20vlag.svg
Hengelo,http://commons.wikimedia.org/wiki/Special:FilePath/Hengelo%2C%20Gelderland%20vlag.svg
Dodewaard,http://commons.wikimedia.org/wiki/Special:FilePath/Dodewaard%20vlag.svg
Driel,
Zelhem,http://commons.wikimedia.org/wiki/Special:FilePath/Zelhem%20vlag.svg
Terborg,
Maurik,http://commons.wikimedia.org/wiki/Special:FilePath/Maurik%20vlag.svg
Lienden,http://commons.wikimedia.org/wiki/Special:FilePath/Lienden%20vlag.svg
Valburg,http://commons.wikimedia.org/wiki/Special:FilePath/Valburg%20vlag.svg
Hernen,
Hurwenen,http://commons.wikimedia.org/wiki/Special:FilePath/Hurwenen%20vlag.svg
Lent,
Ammerzoden,http://commons.wikimedia.org/wiki/Special:FilePath/Ammerzoden%20vlag.svg
Bergharen,http://commons.wikimedia.org/wiki/Special:FilePath/Bergharen%20vlag.svg
IJzendoorn,
Heerewaarden,http://commons.wikimedia.org/wiki/Special:FilePath/Heerewaarden%20vlag.svg
Wilp,
Zeddam,
Bredevoort,
Ambt Doetinchem,
Netterden,
Zuilichem,
Echteld,http://commons.wikimedia.org/wiki/Special:FilePath/Echteld%20vlag.svg
Ochten,
Horssen,http://commons.wikimedia.org/wiki/Special:FilePath/Horssen%20vlag.svg
Kerkwijk,http://commons.wikimedia.org/wiki/Special:FilePath/Kerkwijk%20vlag.svg
Dalem,
Winssen,
Elden,http://commons.wikimedia.org/wiki/Special:FilePath/Elden%20vlag.svg
Nederhemert,
Herveld,
Dreumel,http://commons.wikimedia.org/wiki/Special:FilePath/Dreumel%20vlag.svg
Afferden,
Twello,
Batenburg,
Rossum,http://commons.wikimedia.org/wiki/Special:FilePath/Rossum%20vlag.svg
Maasbommel,
Veessen,
Nijbroek,
Hemmen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Hemmen.svg
Verwolde,
Ophemert,
Vaassen,http://commons.wikimedia.org/wiki/Special:FilePath/Vaassen%20vlag.svg
Leeuwen,
Loenen en Wolferen,
Ooij en Persingen,
Stad Doetinchem,
Ewijk,
Zutphen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Zutphen.svg
Berg en Dal,http://commons.wikimedia.org/wiki/Special:FilePath/Berg%20en%20Dal%20vlag.jpg
West Betuwe,
Eibergen,http://commons.wikimedia.org/wiki/Special:FilePath/Eibergen%20vlag.svg
Poederoijen,
Gendringen,
Aalst,
's-Heerenberg,
Gameren,
Warnsveld,http://commons.wikimedia.org/wiki/Special:FilePath/Warnsveld%20vlag.svg
Kesteren,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Kesteren.svg
Laren,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Laren%2C%20Gelderland.gif
Appeltern,
Alphen,
Wehl,http://commons.wikimedia.org/wiki/Special:FilePath/Wehlvlag.svg
Niftrik,
Vuren,
Brakel,http://commons.wikimedia.org/wiki/Special:FilePath/Brakel%20vlag.svg
Beusichem,http://commons.wikimedia.org/wiki/Special:FilePath/Beusichem%20vlag.svg
Zoelen,
Haaften,
Angerlo,http://commons.wikimedia.org/wiki/Special:FilePath/Angerlo%20vlag.svg
Millingen,
Dorth,
Heusden,
Beek,
Keppel,
's-Hertogenbosch,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20%27s-Hertogenbosch.svg
Aalburg,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Aalburg.svg
Alphen-Chaam,http://commons.wikimedia.org/wiki/Special:FilePath/Alphen-Chaam%20vlag.svg
Asten,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Asten.svg
Baarle-Nassau,http://commons.wikimedia.org/wiki/Special:FilePath/Baarle-Nassau%20flag.svg
Bergeijk,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Bergeijk.svg
Bergen op Zoom,http://commons.wikimedia.org/wiki/Special:FilePath/Bergen%20op%20Zoom%20vlag.svg
Bernheze,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Bernheze.svg
Best,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Best%20North%20Brabant.svg
Bladel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Bladel.svg
Boekel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Boekel.svg
Boxmeer,http://commons.wikimedia.org/wiki/Special:FilePath/Boxmeer%20vlag.svg
Boxtel,http://commons.wikimedia.org/wiki/Special:FilePath/Boxtel%20vlag.svg
Breda,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Breda.svg
Cranendonck,http://commons.wikimedia.org/wiki/Special:FilePath/Cranendonck%20vlag.svg
Cuijk,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Cuijk.svg
Deurne,http://commons.wikimedia.org/wiki/Special:FilePath/Deurne%20vlag.svg
Dongen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Dongen.svg
Drimmelen,http://commons.wikimedia.org/wiki/Special:FilePath/Drimmelen%20vlag.svg
Eersel,http://commons.wikimedia.org/wiki/Special:FilePath/Eersel%20vlag.svg
Eindhoven,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Eindhoven.svg
Etten-Leur,http://commons.wikimedia.org/wiki/Special:FilePath/Etten-Leur%20vlag.svg
Geertruidenberg,http://commons.wikimedia.org/wiki/Special:FilePath/Geertruidenberg%20vlag.svg
Geldrop-Mierlo,http://commons.wikimedia.org/wiki/Special:FilePath/Geldrop-Mierlo%20vlag.svg
Gemert-Bakel,http://commons.wikimedia.org/wiki/Special:FilePath/Gemert-Bakel%20vlag.svg
Gilze en Rijen,http://commons.wikimedia.org/wiki/Special:FilePath/Gilze%20en%20Rijen%20vlag.svg
Goirle,http://commons.wikimedia.org/wiki/Special:FilePath/Goirle%20vlag.svg
Grave,http://commons.wikimedia.org/wiki/Special:FilePath/Grave%20vlag.svg
Haaren,http://commons.wikimedia.org/wiki/Special:FilePath/Haaren%20vlag.svg
Halderberge,http://commons.wikimedia.org/wiki/Special:FilePath/Halderberge%20vlag.svg
Heeze-Leende,http://commons.wikimedia.org/wiki/Special:FilePath/Heeze-Leende%20vlag.svg
Helmond,http://commons.wikimedia.org/wiki/Special:FilePath/Helmond%20vlag.svg
Heusden,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Heusden.svg
Hilvarenbeek,http://commons.wikimedia.org/wiki/Special:FilePath/Hilvarenbeek%20vlag.svg
Laarbeek,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Laarbeek.svg
Landerd,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Landerd.svg
Loon op Zand,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Loon%20op%20Zand.svg
Maasdonk,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Maasdonk.svg
Mill en Sint Hubert,http://commons.wikimedia.org/wiki/Special:FilePath/Mill%20en%20Sint%20Hubert%20vlag.svg
Moerdijk,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Moerdijk.svg
"Nuenen, Gerwen en Nederwetten",http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Nuenen.svg
Oirschot,http://commons.wikimedia.org/wiki/Special:FilePath/Oirschot%20vlag.svg
Oisterwijk,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Oisterwijk.svg
Oosterhout,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Oosterhout.svg
Oss,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Oss.svg
Reusel-De Mierden,http://commons.wikimedia.org/wiki/Special:FilePath/Reusel-De%20Mierden%20vlag.svg
Roosendaal,http://commons.wikimedia.org/wiki/Special:FilePath/Roosendaal%20vlag.svg
Rucphen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Rucphen.svg
Sint Anthonis,http://commons.wikimedia.org/wiki/Special:FilePath/Sint%20Anthonis%20Netherlands%20flag.svg
Sint-Michielsgestel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Sint-Michielsgestel.svg
Someren,http://commons.wikimedia.org/wiki/Special:FilePath/Someren%20vlag.svg
Son en Breugel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Son%20en%20Breugel.svg
Steenbergen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Steenbergen.svg
Uden,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Uden.svg
Valkenswaard,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Valkenswaard.svg
Veghel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Veghel.svg
Veldhoven,http://commons.wikimedia.org/wiki/Special:FilePath/Veldhoven%20vlag.svg
Vught,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Vught%20%28unofficial%29%20pre%202010.svg
Waalre,http://commons.wikimedia.org/wiki/Special:FilePath/Waalre%20vlag.svg
Werkendam,http://commons.wikimedia.org/wiki/Special:FilePath/Werkendam%20vlag.svg
Woensdrecht,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Woensdrecht.svg
Roermond,http://commons.wikimedia.org/wiki/Special:FilePath/Roermond%20vlag.svg
Heel,http://commons.wikimedia.org/wiki/Special:FilePath/Heel%20gemeentevlag.svg
Hunsel,
Borgharen,
Margraten,http://commons.wikimedia.org/wiki/Special:FilePath/Margraten%20vlag.svg
Itteren,
Bemelen,
Sint Geertruid,
Noorbeek,
Mheer,
Wijlre,
Klimmen,
Geulle,
Elsloo,http://commons.wikimedia.org/wiki/Special:FilePath/Elsloo%20vlag.svg
Gronsveld,
Gulpen,
Ulestraten,
Cadier en Keer,
Eijsden,
Beekdaelen,http://commons.wikimedia.org/wiki/Special:FilePath/Beekdaelen%20gemeentevlag.svg
Jabeek,
Schaesberg,http://commons.wikimedia.org/wiki/Special:FilePath/Schaesberg%20vlag.svg
Oud-Valkenburg,
Valkenburg,
Nieuwstadt,
Susteren,
Beegden,
Munstergeleen,
Houthem,
Horn,
Horst,
Ottersum,http://commons.wikimedia.org/wiki/Special:FilePath/Ottersum%20vlag.svg
Bocholtz,http://commons.wikimedia.org/wiki/Special:FilePath/Bocholtz%20vlag%201971.svg
Wijnandsrade,
Bingelrade,
Wessem,
Roosteren,
Ohé en Laak,http://commons.wikimedia.org/wiki/Special:FilePath/Oh%C3%A9%20en%20Laak%20vlag%201975.svg
Born,
Vlissingen,http://commons.wikimedia.org/wiki/Special:FilePath/Vlissingen%20vlag.svg
Nieuwerkerke,
Sint Joosland,
Nieuwlande,
Klaaskinderkerke,
Valkenisse,http://commons.wikimedia.org/wiki/Special:FilePath/Valkenisse%20vlag.svg
Valkenisse,
Boschkapelle,
Colijnsplaat,
Brijdorpe,
Zaamslag,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Zaamslag.svg
Stavenisse,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Stavenisse.gif
Eede,
Hontenisse,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Hontenisse.svg
Gapinge,
Duiveland,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Duiveland.svg
Middenschouwen,http://commons.wikimedia.org/wiki/Special:FilePath/Middenschouwen%20vlag.svg
Westerschouwen,http://commons.wikimedia.org/wiki/Special:FilePath/Westerschouwen%20vlag.svg
Mariekerke,http://commons.wikimedia.org/wiki/Special:FilePath/Mariekerke%20vlag.svg
Oost-Souburg,
Koudekerke,
Rilland,
Oostburg,
Wissekerke,
Zonnemaire,
Ossenisse,
Clinge,
Brouwershaven,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Brouwershaven.svg
Sinoutskerke en Baarsdorp,
Koewacht,
Bath,
Sluis-Aardenburg,
Duivendijke,
Sluis,http://commons.wikimedia.org/wiki/Special:FilePath/Sluis%20vlag%20tot%201997.svg
Meliskerke,http://commons.wikimedia.org/wiki/Special:FilePath/Meliskerke%20vlag.svg
Groede,http://commons.wikimedia.org/wiki/Special:FilePath/Groede%20vlag.svg
Maire,
Zuidzande,
Noordgouwe,
Aardenburg,
Elkerzee,
Kampensnieuwland,
Rilland-Bath,http://commons.wikimedia.org/wiki/Special:FilePath/Rilland-Bath%20vlag.svg
Oost- en West-Souburg,
Zuiddorpe,http://commons.wikimedia.org/wiki/Special:FilePath/Zuiddorpe%20vlag.svg
Schore,
Sint Anna ter Muiden,
Bierum,http://commons.wikimedia.org/wiki/Special:FilePath/Bierum%20vlag.svg
Noorddijk,
Nieuwe Pekela,http://commons.wikimedia.org/wiki/Special:FilePath/Nieuwe%20Pekela%20vlag.svg
Oldehove,
Uithuizermeeden,http://commons.wikimedia.org/wiki/Special:FilePath/Uithuizermeeden%20vlag.svg
Windeweer,
Oosterbroek,
Wildervank,
Onstwedde,
Midden-Groningen,http://commons.wikimedia.org/wiki/Special:FilePath/Midden-Groningen%20vlag.svg
Warffum,http://commons.wikimedia.org/wiki/Special:FilePath/Warffum%20vlag.svg
Westerwolde,http://commons.wikimedia.org/wiki/Special:FilePath/Westerwolde%20vlag.svg
Het Hogeland,http://commons.wikimedia.org/wiki/Special:FilePath/Het%20Hogeland%20vlag.svg
Westerkwartier,http://commons.wikimedia.org/wiki/Special:FilePath/Westerkwartier%20vlag.svg
Leens,
Poortugaal,
Hoogwoud,http://commons.wikimedia.org/wiki/Special:FilePath/Hoogwoud%20vlag.svg
Koedijk,
Rietwijkeroord,
Noord-Scharwoude,
Broek in Waterland,http://commons.wikimedia.org/wiki/Special:FilePath/Broek%20in%20Waterland%20vlag.svg
Twisk,http://commons.wikimedia.org/wiki/Special:FilePath/Twisk%20vlag.svg
Groet,
Haarlemmerliede,
Westwoud,
Midwoud,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Midwoud.svg
Opperdoes,
Zuid-Scharwoude,
Zuid- en Noord-Schermer,
Obdam,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Obdam.svg
Wognum,
Sloten,
Gooise Meren,
Eemsmond,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Eemsmond.svg
Delfzijl,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Delfzijl.svg
Bedum,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Bedum.svg
Stedum,http://commons.wikimedia.org/wiki/Special:FilePath/Stedum%20vlag%201938.svg
Grootegast,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Grootegast.svg
Westerlee,
Haren,http://commons.wikimedia.org/wiki/Special:FilePath/Haren%20vlag.svg
Termunten,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Termunten.svg
Bellingwedde,http://commons.wikimedia.org/wiki/Special:FilePath/Bellingwedde%20vlag.svg
Leek,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Leek.svg
Vlagtwedde,http://commons.wikimedia.org/wiki/Special:FilePath/Vlagtwedde%20vlag.svg
De Marne,http://commons.wikimedia.org/wiki/Special:FilePath/De%20Marne%20vlag.svg
Marum,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Marum.svg
Loppersum,http://commons.wikimedia.org/wiki/Special:FilePath/Loppersum%20vlag.svg
Slochteren,http://commons.wikimedia.org/wiki/Special:FilePath/Slochteren%20vlag.svg
Groningen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Groningen%20City.svg
Menterwolde,http://commons.wikimedia.org/wiki/Special:FilePath/Menterwolde%20Netherlands.svg
Pekela,http://commons.wikimedia.org/wiki/Special:FilePath/Pekela%20vlag.svg
Hoogkerk,http://commons.wikimedia.org/wiki/Special:FilePath/Hoogkerk%20vlag.svg
Scheemda,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Scheemda.svg
Winsum,http://commons.wikimedia.org/wiki/Special:FilePath/VlagWinsum.svg
Oldambt,http://commons.wikimedia.org/wiki/Special:FilePath/Oldambt%20vlag.svg
Midwolda,
Oude Pekela,http://commons.wikimedia.org/wiki/Special:FilePath/Oude%20Pekela%20vlag.svg
Reiderland,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Reiderland.svg
Uithuizen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Uithuizen.svg
Bourtange,
Waadhoeke,http://commons.wikimedia.org/wiki/Special:FilePath/Waadhoeke%20vlag.svg
Franekeradeel,http://commons.wikimedia.org/wiki/Special:FilePath/Vlag%20Franekeradeel%20%281962%29.png
Noardeast-Fryslân,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20fan%20Noardeast-Frysl%C3%A2n.svg
Huisseling en Neerloon,
Lith,http://commons.wikimedia.org/wiki/Special:FilePath/Lith%20vlag.png
Bokhoven,
Chaam,http://commons.wikimedia.org/wiki/Special:FilePath/Chaam%20dorpsvlag%201997.svg
Zeelst,
Nieuwkuijk,
Leende,http://commons.wikimedia.org/wiki/Special:FilePath/Leende%20vlag.svg
Oijen en Teeffelen,
Oudheusden,
Nuenen en Gerwen,
Dinther,
Esch,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Esch%20%28NB%29.svg
Capelle,
Vlierden,
Sprang,
Made en Drimmelen,http://commons.wikimedia.org/wiki/Special:FilePath/Made%20en%20Drimmelen%20vlag.svg
"Oploo, Sint Anthonis en Ledeacker",
Wanroij,http://commons.wikimedia.org/wiki/Special:FilePath/Vlag%20wanroij.gif
Reek,
Nieuw-Vossemeer,http://commons.wikimedia.org/wiki/Special:FilePath/Nieuw%20Vossemeer%20vlag.svg
Maashees en Overloon,
"Hoogeloon, Hapert en Casteren",http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Hoogeloon%2C%20Hapert.png
Emmikhoven en Waardhuizen,
Besoyen,
Lithoijen,
Woensel en Eckart,
Aalst,
Huijbergen,http://commons.wikimedia.org/wiki/Special:FilePath/Huijbergen%20vlag.svg
Berkel-Enschot,http://commons.wikimedia.org/wiki/Special:FilePath/Berkel-Enschot%20vlag.svg
Hedikhuizen,
Stiphout,
Prinsenbeek,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Prinsenbeek.png
Herpen,
Gassel,
Deurne en Liessel,
Vrijhoeve-Capelle,
Veldhoven en Meerveldhoven,
Alphen en Riel,http://commons.wikimedia.org/wiki/Special:FilePath/Alphenriel%20vlag.svg
Cuijk en Sint Agatha,
Drunen,http://commons.wikimedia.org/wiki/Special:FilePath/Vlag%20Drunen.svg
Bladel en Netersel,http://commons.wikimedia.org/wiki/Special:FilePath/Bladel%20en%20Netersel%20vlag.svg
Borkel en Schaft,
Rosmalen,http://commons.wikimedia.org/wiki/Special:FilePath/Oude%20vlag%20rosmalen.gif
Waspik,http://commons.wikimedia.org/wiki/Special:FilePath/Waspik%20vlag.svg
Fijnaart en Heijningen,http://commons.wikimedia.org/wiki/Special:FilePath/Fijnaart%20en%20Heijningen%20vlag.svg
Drongelen,
Baardwijk,
Diessen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Diessen.png
Udenhout,http://commons.wikimedia.org/wiki/Special:FilePath/Udenhout%20vlag.svg
Herpt,
Gemert,
Lierop,
Princenhage,
"Meeuwen, Hill en Babyloniënbroek",
